Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
SXD642,How long has it been since the last time you performed oral sex on a new female partner? A new sexual partner is someone that you had never had sex with before.,SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ130,"In your lifetime with how many women have you had sex? By sex, we mean sexual contact with another woman's vagina or genitals.",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ251,"In the past 12 months, about how often have you had {vaginal or anal/vaginal/anal} sex without using a condom?",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ260,Has a doctor or other health care professional ever told you that you had genital herpes?,SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ265,Has a doctor or other health care professional ever told you that you had genital warts?,SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ267,How old were you when you were first told that you had genital warts?,SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ270,"In the past 12 months, has a doctor or other health care professional told you that you had gonorrhea, sometimes called GC or clap?",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ272,"In the past 12 months, has a doctor or other health care professional told you that you had chlamydia?",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ280,Are you circumcised or uncircumcised?,SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ292,Do you think of yourself as...,SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ294,Do you think of yourself as...,SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ410,"In your lifetime, with how many men have you had anal or oral sex?",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ490,"In the past 12 months, with how many women have you had sex? By sex, we mean sexual contact with another woman's vagina or genitals.",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ550,"In the past 12 months, with how many men have you had anal or oral sex?",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ590,"Of the persons you had any kind of sex with in the past 12 months, how many were five or more years older than you?",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ600,"Of the persons you had any kind of sex with in the past 12 months, how many were five or more years younger than you?",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ610,"In the past 12 months, about how many times have you had {vaginal or anal/vaginal/anal} sex?",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ624,"In your lifetime, on how many men have you performed oral sex?",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ627,"In the past 12 months, on how many men have you performed oral sex?",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ636,"In your lifetime, on how many women have you performed oral sex?",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ639,"In the past 12 months, on how many women have you performed oral sex?",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ645,"When you performed oral sex in the past 12 months, how often would you use protection, like a condom or dental dam?",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ648,"In the past 12 months, did you have any kind of sex with a person that you never had sex with before?",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ700,"Have you ever had vaginal sex, also called sexual intercourse, with a man? This means a man's penis in your vagina.",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ703,Have you ever performed oral sex on a man? This means putting your mouth on a man's penis or genitals.,SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ706,Have you ever had anal sex? This means contact between a man's penis and your anus or butt.,SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ709,"Have you ever had any kind of sex with a woman? By sex, we mean sexual contact with another woman's vagina or genitals.",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ724,"In your lifetime, with how many men have you had vaginal sex? Vaginal sex means a man's penis in your vagina.",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ727,"In the past 12 months, with how many men have you had vaginal sex? Vaginal sex means a man's penis in your vagina.",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ741,Have you ever performed oral sex on a woman? Performing oral sex means your mouth on a woman's vagina or genitals.,SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ753,Has a doctor or other health care professional ever told you that you had human papillomavirus or HPV?,SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ800,"Have you ever had vaginal sex, also called sexual intercourse, with a woman? This means your penis in a woman's vagina.",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ803,Have you ever performed oral sex on a woman? This means putting your mouth on a woman's vagina or genitals.,SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ806,Have you ever had anal sex with a woman? Anal sex means contact between your penis and a woman's anus or butt.,SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ809,"Have you ever had any kind of sex with a man, including oral or anal?",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ824,"In your lifetime, with how many women have you had vaginal sex? Vaginal sex means your penis in a woman's vagina.",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ827,"In the past 12 months, with how many women have you had vaginal sex? Vaginal sex means your penis in a woman's vagina.",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ836,"In your lifetime, with how many men have you had anal sex?",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ841,"In the past 12 months, with how many men have you had anal sex?",SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SXQ853,Have you ever performed oral sex on a man? Performing oral sex means your mouth on a man's penis or genitals.,SXQ_H,Sexual Behavior,2013,2014,Questionnaire,None
SEQN,Respondent sequence number.,SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXD021,"Ever had vaginal, anal, or oral sex.",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXD031,How old were you when you had sex for the first time?,SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXD101,"In your lifetime, with how many men have you had any kind of sex?",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXD171,"In your lifetime, with how many women have you had any kind of sex?",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXD450,"In the past 12 months, with how many men have you had any kind of sex?",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXD510,"In the past 12 months, with how many women have you had any kind of sex?",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXD621,How old were you when you first performed oral sex on a man? Performing oral sex means your mouth on a man's penis or genitals.,SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXD630,How long has it been since the last time you performed oral sex on a new male partner? A new sexual partner is someone that you had never had sex with before.,SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXD633,How old were you when you first performed oral sex on a woman? Performing oral sex means your mouth on a woman's vagina or genitals.,SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXD642,How long has it been since the last time you performed oral sex on a new female partner? A new sexual partner is someone that you had never had sex with before.,SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ130,"In your lifetime with how many women have you had sex? By sex, we mean sexual contact with another woman's vagina or genitals.",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ251,"In the past 12 months, about how often have you had {vaginal or anal/vaginal/anal} sex without using a condom?",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ260,Has a doctor or other health care professional ever told you that you had genital herpes?,SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ265,Has a doctor or other health care professional ever told you that you had genital warts?,SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ267,How old were you when you were first told that you had genital warts?,SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ270,"In the past 12 months, has a doctor or other health care professional told you that you had gonorrhea, sometimes called GC or clap?",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ272,"In the past 12 months, has a doctor or other health care professional told you that you had chlamydia?",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ280,Are you circumcised or uncircumcised?,SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ410,"In your lifetime, with how many men have you had anal or oral sex?",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ490,"In the past 12 months, with how many women have you had sex? By sex, we mean sexual contact with another woman's vagina or genitals.",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ550,"In the past 12 months, with how many men have you had anal or oral sex?",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ590,"Of the persons you had any kind of sex with in the past 12 months, how many were five or more years older than you?",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ600,"Of the persons you had any kind of sex with in the past 12 months, how many were five or more years younger than you?",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ610,"In the past 12 months, about how many times have you had {vaginal or anal/vaginal/anal} sex?",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ624,"In your lifetime, on how many men have you performed oral sex?",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ627,"In the past 12 months, on how many men have you performed oral sex?",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ636,"In your lifetime, on how many women have you performed oral sex?",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ639,"In the past 12 months, on how many women have you performed oral sex?",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ645,"When you performed oral sex in the past 12 months, how often would you use protection, like a condom or dental dam?",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ648,"In the past 12 months, did you have any kind of sex with a person that you never had sex with before?",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ700,"Have you ever had vaginal sex, also called sexual intercourse, with a man? This means a man's penis in your vagina.",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ703,Have you ever performed oral sex on a man? This means putting your mouth on a man's penis or genitals.,SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ706,Have you ever had anal sex? This means contact between a man's penis and your anus or butt.,SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ709,"Have you ever had any kind of sex with a woman? By sex, we mean sexual contact with another woman's vagina or genitals.",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ724,"In your lifetime, with how many men have you had vaginal sex? Vaginal sex means a man's penis in your vagina.",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ727,"In the past 12 months, with how many men have you had vaginal sex? Vaginal sex means a man's penis in your vagina.",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ741,Have you ever performed oral sex on a woman? Performing oral sex means your mouth on a woman's vagina or genitals.,SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ753,Has a doctor or other health care professional ever told you that you had human papillomavirus or HPV?,SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ800,"Have you ever had vaginal sex, also called sexual intercourse, with a woman? This means your penis in a woman's vagina.",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ803,Have you ever performed oral sex on a woman? This means putting your mouth on a woman's vagina or genitals.,SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ806,Have you ever had anal sex with a woman? Anal sex means contact between your penis and a woman's anus or butt.,SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ809,"Have you ever had any kind of sex with a man, including oral or anal?",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ824,"In your lifetime, with how many women have you had vaginal sex? Vaginal sex means your penis in a woman's vagina.",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ827,"In the past 12 months, with how many women have you had vaginal sex? Vaginal sex means your penis in a woman's vagina.",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ836,"In your lifetime, with how many men have you had anal sex?",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ841,"In the past 12 months, with how many men have you had anal sex?",SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
SXQ853,Have you ever performed oral sex on a man? Performing oral sex means your mouth on a man's penis or genitals.,SXQY_H_R,Sexual Behavior - Youth,2013,2014,Questionnaire,RDC Only
CDQ001,{Have you/Has SP} ever had any pain or discomfort in {your/her/his} chest?,CDQ_H,Cardiovascular Health,2013,2014,Questionnaire,None
CDQ002,{Do you/Does she/Does he} get it when {you/she/he} walk uphill or hurry?,CDQ_H,Cardiovascular Health,2013,2014,Questionnaire,None
CDQ003,{Do you/Does she/Does he} get it when {you/she/he} walk at an ordinary pace on level ground?,CDQ_H,Cardiovascular Health,2013,2014,Questionnaire,None
CDQ004,What {do you/does she/does he} do if {you/she/he} get it while {you/she/he} are walking? {Do you/Does she/Does he} stop or slow down or continue at the same pace?,CDQ_H,Cardiovascular Health,2013,2014,Questionnaire,None
CDQ005,"If {you/she/he} stand still, what happens to it? Is the pain or discomfort relieved or not relieved?",CDQ_H,Cardiovascular Health,2013,2014,Questionnaire,None
CDQ006,How soon is the pain relieved? Would you say...,CDQ_H,Cardiovascular Health,2013,2014,Questionnaire,None
CDQ008,Have {you/she/he} ever had a severe pain across the front of {your/her/his} chest lasting for half an hour or more?,CDQ_H,Cardiovascular Health,2013,2014,Questionnaire,None
CDQ009A,Please look at this card and show me where the pain or discomfort is located.,CDQ_H,Cardiovascular Health,2013,2014,Questionnaire,None
CDQ009B,Please look at this card and show me where the pain or discomfort is located.,CDQ_H,Cardiovascular Health,2013,2014,Questionnaire,None
CDQ009C,Please look at this card and show me where the pain or discomfort is located.,CDQ_H,Cardiovascular Health,2013,2014,Questionnaire,None
CDQ009D,Please look at this card and show me where the pain or discomfort is located.,CDQ_H,Cardiovascular Health,2013,2014,Questionnaire,None
CDQ009E,Please look at this card and show me where the pain or discomfort is located.,CDQ_H,Cardiovascular Health,2013,2014,Questionnaire,None
CDQ009F,Please look at this card and show me where the pain or discomfort is located.,CDQ_H,Cardiovascular Health,2013,2014,Questionnaire,None
CDQ009G,Please look at this card and show me where the pain or discomfort is located.,CDQ_H,Cardiovascular Health,2013,2014,Questionnaire,None
CDQ009H,Please look at this card and show me where the pain or discomfort is located.,CDQ_H,Cardiovascular Health,2013,2014,Questionnaire,None
CDQ010,{Have you/Has SP} had shortness of breath either when hurrying on the level or walking up a slight hill?,CDQ_H,Cardiovascular Health,2013,2014,Questionnaire,None
SEQN,Respondent sequence number.,CDQ_H,Cardiovascular Health,2013,2014,Questionnaire,None
BPD035,How old {were you/was SP} when {you were/he/she was} first told that {you/he/she} had hypertension or high blood pressure?,BPQ_H,Blood Pressure & Cholesterol,2013,2014,Questionnaire,None
BPD058,How often {did you check your/did SP check his/her} blood pressure at home during the last 12 months?,BPQ_H,Blood Pressure & Cholesterol,2013,2014,Questionnaire,None
BPQ020,"{Have you/Has SP} ever been told by a doctor or other health professional that {you/s/he} had hypertension, also called high blood pressure?",BPQ_H,Blood Pressure & Cholesterol,2013,2014,Questionnaire,None
BPQ030,"{Were you/Was SP} told on 2 or more different visits that {you/s/he} had hypertension, also called high blood pressure?",BPQ_H,Blood Pressure & Cholesterol,2013,2014,Questionnaire,None
BPQ040A,"Because of {your/SP's} (high blood pressure/hypertension), {have you/has s/he} ever been told to . . . take prescribed medicine?",BPQ_H,Blood Pressure & Cholesterol,2013,2014,Questionnaire,None
BPQ050A,HELP AVAILABLE (Are you/Is SP) now taking prescribed medicine,BPQ_H,Blood Pressure & Cholesterol,2013,2014,Questionnaire,None
BPQ056,{Did you/Did SP} take {your/his/her} blood pressure at home during the last 12 months?,BPQ_H,Blood Pressure & Cholesterol,2013,2014,Questionnaire,None
BPQ059,Did a doctor or other health professional tell {you/SP} to take {your/his/her} blood pressure at home?,BPQ_H,Blood Pressure & Cholesterol,2013,2014,Questionnaire,None
BPQ060,{Have you/Has SP} ever had {your/his/her} blood cholesterol checked?,BPQ_H,Blood Pressure & Cholesterol,2013,2014,Questionnaire,None
BPQ070,About how long has it been since {you/SP} last had {your/his/her} blood cholesterol checked? Has it been...,BPQ_H,Blood Pressure & Cholesterol,2013,2014,Questionnaire,None
BPQ080,{Have you/Has SP} ever been told by a doctor or other health professional that {your/his/her} blood cholesterol level was high?,BPQ_H,Blood Pressure & Cholesterol,2013,2014,Questionnaire,None
BPQ090D,"[To lower (your/his/her) blood cholesterol, (have/has) (you/SP) ever been told by a doctor or other health professional]... to take prescribed medicine?",BPQ_H,Blood Pressure & Cholesterol,2013,2014,Questionnaire,None
BPQ100D,(Are you/Is SP) now following this advice to take prescribed medicine?,BPQ_H,Blood Pressure & Cholesterol,2013,2014,Questionnaire,None
SEQN,Respondent sequence number.,BPQ_H,Blood Pressure & Cholesterol,2013,2014,Questionnaire,None
AGQ030,"During the past 12 months, {have you/has SP} had an episode of hay fever?",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCD093,In what year did {you/SP} receive {your/his/her} first transfusion?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ010,The following questions are about different medical conditions. Has a doctor or other health professional ever told {you/SP} that {you have/s/he/SP has} asthma (az-ma)?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ025,How old {were you/was SP} when {you were/s/he was} first told {you/he/she} had asthma (az-ma)?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ035,{Do you/Does SP} still have asthma (az-ma)?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ040,"During the past 12 months, {have you/has SP} had an episode of asthma (az-ma) or an asthma attack?",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ050,"[During the past 12 months], {have you/has SP} had to visit an emergency room or urgent care center because of asthma (az-ma)?",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ053,"During the past 3 months, {have you/has SP} been on treatment for anemia (a-nee-me-a), sometimes called ""tired blood"" or ""low blood""? [Include diet, iron pills, iron shots, transfusions as treatment.]",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ070,{Have you/Has SP} ever been told by a doctor or other health care professional that {you/s/he} had psoriasis (sore-eye-asis)?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ075,{Do you/Does SP} currently have . . .,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ080,Has a doctor or other health professional ever told {you/SP} that {you were/s/he/SP was} overweight?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ082,"Has a doctor or other health professional ever told {you/SP} that {you have/s/he/SP has} celiac (sele-ak) disease, also called or sprue (sproo)?",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ084,"The next question asks about difficulties in thinking or remembering that can make a big difference in everyday activities. This does not refer to occasionally forgetting your keys or the name of someone you recently met. This refers to things like confusion or memory loss that are happening more often or getting worse. We want to know how these difficulties impact {you/SP}. During the past 12 months, {have you/has she/has he} experienced confusion or memory loss that is happening more often or is getting worse?",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ086,{Are you/is SP} on a gluten-free diet?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ092,{Have you/Has SP} ever received a blood transfusion?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ149,Have {SP's} periods or menstrual (men-stral) cycles started yet?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ151,How old was {SP} when she had {her} first menstrual period?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ160a,Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had arthritis (ar-thry-tis)?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ160b,Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had congestive heart failure?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ160c,Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had coronary (kor-o-nare-ee) heart disease?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ160d,"Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had angina (an-gi-na), also called angina pectoris?",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ160e,Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had a heart attack (also called myocardial infarction (my-o-car-dee-al in-fark-shun))?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ160f,Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had a stroke?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ160g,Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had emphysema (emph-phi-see-ma)?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ160k,Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had chronic bronchitis?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ160l,Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had any kind of liver condition?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ160m,Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had another thyroid (thigh-roid) problem?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ160n,Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had gout?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ160o,Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had COPD?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ170k,{Do you/Does SP} still . . . have chronic bronchitis?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ170l,{Do you/Does SP} still . . . have any kind of liver condition?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ170m,{Do you/Does SP} still . . . have another thyroid problem?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ180a,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . . had arthritis?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ180b,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had congestive heart failure?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ180c,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had coronary heart disease?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ180d,"How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had angina, also called angina pectoris?",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ180e,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had a heart attack (also called myocardial infarction)?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ180f,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had a stroke?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ180g,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had emphysema?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ180k,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had chronic bronchitis?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ180l,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had any kind of liver condition?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ180m,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had another thyroid problem?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ180n,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had gout?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ195,Which type of arthritis was it?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ203,"Has anyone ever told {you/SP} that {you/she/he/SP} had yellow skin, yellow eyes or jaundice? Please do not include infant jaundice, which is common during the first weeks after birth.",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ206,"How old {were you/was SP} when {you were/s/he was} first told {you/s/he} had yellow skin, yellow eyes or jaundice?",MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ220,{Have you/Has SP} ever been told by a doctor or other health professional that {you/s/he} had cancer or a malignancy (ma-lig-nan-see) of any kind?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ230a,What kind of cancer was it?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ230b,What kind of cancer was it?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ230c,What kind of cancer was it?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ230d,What kind of cancer was it?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240a,How old (were you/was SP) when bladder cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240aa,How old (were you/was SP) when testicular cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240b,How old {were you/was SP} when blood cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240bb,How old (were you/was SP) when thyroid cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240c,How old (were you/was SP) when bone cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240cc,How old (were you/was SP) when uterine cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240d,How old (were you/was SP) when brain cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240dd,How old (were you/was SP) when some other type of cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240dk,How old {were you/was SP} when cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240e,How old (were you/was SP) when breast cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240f,How old (were you/was SP) when cervical cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240g,How old (were you/was SP) when colon cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240h,How old (were you/was SP) when esophageal cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240i,How old (were you/was SP) when gallbladder cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240j,How old (were you/was SP) when kidney cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240k,How old (were you/was SP) when larynx or windpipe cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240l,How old (were you/was SP) when leukemia was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
MCQ240m,How old (were you/was SP) when liver cancer was first diagnosed?,MCQ_H,Medical Conditions,2013,2014,Questionnaire,None
